country,year,value
France,1986,
France,1987,
France,1988,
France,1989,
France,1990,
France,1991,
France,1992,
France,1993,
France,1994,
France,1995,
France,1996,
France,1997,
France,1998,
France,1999,
France,2000,
France,2001,
France,2002,
France,2003,
France,2004,
France,2005,
France,2006,
France,2007,
France,2008,
France,2009,
France,2010,
France,2011,
France,2012,
France,2013,
France,2014,
Iran,1980,
Iran,1981,
Iran,1982,
Iran,1983,
Iran,1984,
Iran,1985,
Iran,1986,
Iran,1987,
Iran,1988,
Iran,1989,
Iran,1990,
Iran,1991,
Iran,1992,
Iran,1993,
Iran,1994,
Iran,1995,
Iran,1996,
Iran,1997,
Iran,1998,
Iran,1999,
Iran,2000,
Iran,2001,
Iran,2002,
Iran,2003,
Iran,2004,
Iran,2005,
Iran,2006,54
Iran,2007,
Iran,2008,40
Iran,2009,45
Iran,2010,45
Iran,2011,86
Iran,2012,20
Iran,2013,10
Iran,2014,10
Libya,1980,
Libya,1981,
Libya,1982,137
Libya,1983,
Libya,1984,
Libya,1985,
Libya,1986,
Libya,1987,
Libya,1988,
Libya,1989,
Libya,1990,
Libya,1991,
Libya,1992,
Libya,1993,
Libya,1994,
Libya,1995,
Libya,1996,
Libya,1997,
Libya,1998,
Libya,1999,
Libya,2000,
Libya,2001,
Libya,2002,
Libya,2003,
Libya,2004,
Libya,2005,
Libya,2006,
Libya,2007,
Libya,2008,
Libya,2009,
Libya,2010,
Libya,2011,
Libya,2012,
Libya,2013,
Libya,2014,
North Korea,1980,
North Korea,1981,5
North Korea,1982,7
North Korea,1983,7
North Korea,1984,5
North Korea,1985,
North Korea,1986,
North Korea,1987,
North Korea,1988,
North Korea,1989,
North Korea,1990,
North Korea,1991,22
North Korea,1992,22
North Korea,1993,22
North Korea,1994,18
North Korea,1995,35
North Korea,1996,35
North Korea,1997,35
North Korea,1998,35
North Korea,1999,35
North Korea,2000,55
North Korea,2001,20
North Korea,2002,20
North Korea,2003,20
North Korea,2004,20
North Korea,2005,20
North Korea,2006,20
North Korea,2007,20
North Korea,2008,20
North Korea,2009,20
North Korea,2010,
North Korea,2011,
North Korea,2012,
North Korea,2013,
North Korea,2014,
Pakistan,1980,
Pakistan,1981,
Pakistan,1982,
Pakistan,1983,
Pakistan,1984,
Pakistan,1985,
Pakistan,1986,
Pakistan,1987,
Pakistan,1988,
Pakistan,1989,
Pakistan,1990,
Pakistan,1991,
Pakistan,1992,
Pakistan,1993,
Pakistan,1994,1
Pakistan,1995,
Pakistan,1996,
Pakistan,1997,
Pakistan,1998,
Pakistan,1999,
Pakistan,2000,
Pakistan,2001,
Pakistan,2002,
Pakistan,2003,
Pakistan,2004,
Pakistan,2005,
Pakistan,2006,
Pakistan,2007,
Pakistan,2008,
Pakistan,2009,
Pakistan,2010,
Pakistan,2011,
Pakistan,2012,
Pakistan,2013,
Pakistan,2014,
Poland,1980,
Poland,1981,
Poland,1982,
Poland,1983,
Poland,1984,8
Poland,1985,16
Poland,1986,
Poland,1987,
Poland,1988,
Poland,1989,
Poland,1990,
Poland,1991,
Poland,1992,
Poland,1993,
Poland,1994,
Poland,1995,
Poland,1996,
Poland,1997,
Poland,1998,
Poland,1999,
Poland,2000,
Poland,2001,
Poland,2002,
Poland,2003,
Poland,2004,
Poland,2005,
Poland,2006,
Poland,2007,
Poland,2008,
Poland,2009,
Poland,2010,
Poland,2011,
Poland,2012,
Poland,2013,
Poland,2014,
Russia,1980,
Russia,1981,
Russia,1982,
Russia,1983,
Russia,1984,
Russia,1985,
Russia,1986,
Russia,1987,
Russia,1988,
Russia,1989,
Russia,1990,
Russia,1991,
Russia,1992,14
Russia,1993,10
Russia,1994,
Russia,1995,
Russia,1996,
Russia,1997,
Russia,1998,20
Russia,1999,23
Russia,2000,9
Russia,2001,8
Russia,2002,25
Russia,2003,25
Russia,2004,5
Russia,2005,15
Russia,2006,26
Russia,2007,
Russia,2008,44
Russia,2009,72
Russia,2010,238
Russia,2011,282
Russia,2012,351
Russia,2013,351
Russia,2014,
Slovakia,1980,
Slovakia,1981,
Slovakia,1982,
Slovakia,1983,
Slovakia,1984,
Slovakia,1985,
Slovakia,1986,
Slovakia,1987,
Slovakia,1988,
Slovakia,1989,
Slovakia,1990,
Slovakia,1991,
Slovakia,1992,
Slovakia,1993,142
Slovakia,1994,
Slovakia,1995,
Slovakia,1996,
Slovakia,1997,
Slovakia,1998,
Slovakia,1999,
Slovakia,2000,
Slovakia,2001,
Slovakia,2002,
Slovakia,2003,
Slovakia,2004,
Slovakia,2005,
Slovakia,2006,
Slovakia,2007,
Slovakia,2008,
Slovakia,2009,
Slovakia,2010,
Slovakia,2011,
Slovakia,2012,
Slovakia,2013,
Slovakia,2014,
Soviet Union,1980,1782
Soviet Union,1981,1303
Soviet Union,1982,1815
Soviet Union,1983,2284
Soviet Union,1984,1779
Soviet Union,1985,1576
Soviet Union,1986,1019
Soviet Union,1987,1357
Soviet Union,1988,1255
Soviet Union,1989,623
Soviet Union,1990,734
Soviet Union,1991,19
Soviet Union,1992,
Soviet Union,1993,
Soviet Union,1994,
Soviet Union,1995,
Soviet Union,1996,
Soviet Union,1997,
Soviet Union,1998,
Soviet Union,1999,
Soviet Union,2000,
Soviet Union,2001,
Soviet Union,2002,
Soviet Union,2003,
Soviet Union,2004,
Soviet Union,2005,
Soviet Union,2006,
Soviet Union,2007,
Soviet Union,2008,
Soviet Union,2009,
Soviet Union,2010,
Soviet Union,2011,
Soviet Union,2012,
Soviet Union,2013,
Soviet Union,2014,
United Kingdom,1980,
United Kingdom,1981,
United Kingdom,1982,0
United Kingdom,1983,
United Kingdom,1984,
United Kingdom,1985,
United Kingdom,1986,
United Kingdom,1987,
United Kingdom,1988,
United Kingdom,1989,
United Kingdom,1990,
United Kingdom,1991,
United Kingdom,1992,
United Kingdom,1993,
United Kingdom,1994,
United Kingdom,1995,
United Kingdom,1996,
United Kingdom,1997,
United Kingdom,1998,
United Kingdom,1999,
United Kingdom,2000,
United Kingdom,2001,
United Kingdom,2002,
United Kingdom,2003,
United Kingdom,2004,
United Kingdom,2005,
United Kingdom,2006,
United Kingdom,2007,
United Kingdom,2008,
United Kingdom,2009,
United Kingdom,2010,
United Kingdom,2011,
United Kingdom,2012,
United Kingdom,2013,
United Kingdom,2014,
Total,1980,1956
Total,1981,1348
Total,1982,1992
Total,1983,2368
Total,1984,1879
Total,1985,1622
Total,1986,1023
Total,1987,1357
Total,1988,1255
Total,1989,623
Total,1990,734
Total,1991,316
Total,1992,243
Total,1993,173
Total,1994,19
Total,1995,35
Total,1996,35
Total,1997,35
Total,1998,55
Total,1999,58
Total,2000,64
Total,2001,28
Total,2002,45
Total,2003,69
Total,2004,25
Total,2005,35
Total,2006,100
Total,2007,20
Total,2008,276
Total,2009,193
Total,2010,298
Total,2011,368
Total,2012,371
Total,2013,361
Total,2014,10
