country,year,value
China,1986,516
China,1987,539
China,1988,184
China,1989,60
China,1990,87
China,1991,96
China,1992,103
China,1993,304
China,1994,274
China,1995,58
China,1996,320
China,1997,54
China,1998,70
China,1999,64
China,2000,69
China,2001,80
China,2002,81
China,2003,84
China,2004,80
China,2005,43
China,2006,54
China,2007,47
China,2008,47
China,2009,47
China,2010,62
China,2011,55
China,2012,32
China,2013,9
China,2014,9
East Germany (GDR),1980,
East Germany (GDR),1981,
East Germany (GDR),1982,
East Germany (GDR),1983,
East Germany (GDR),1984,
East Germany (GDR),1985,
East Germany (GDR),1986,
East Germany (GDR),1987,
East Germany (GDR),1988,
East Germany (GDR),1989,8
East Germany (GDR),1990,
East Germany (GDR),1991,
East Germany (GDR),1992,
East Germany (GDR),1993,
East Germany (GDR),1994,
East Germany (GDR),1995,
East Germany (GDR),1996,
East Germany (GDR),1997,
East Germany (GDR),1998,
East Germany (GDR),1999,
East Germany (GDR),2000,
East Germany (GDR),2001,
East Germany (GDR),2002,
East Germany (GDR),2003,
East Germany (GDR),2004,
East Germany (GDR),2005,
East Germany (GDR),2006,
East Germany (GDR),2007,
East Germany (GDR),2008,
East Germany (GDR),2009,
East Germany (GDR),2010,
East Germany (GDR),2011,
East Germany (GDR),2012,
East Germany (GDR),2013,
East Germany (GDR),2014,
Ethiopia,1980,
Ethiopia,1981,
Ethiopia,1982,
Ethiopia,1983,
Ethiopia,1984,
Ethiopia,1985,22
Ethiopia,1986,
Ethiopia,1987,
Ethiopia,1988,
Ethiopia,1989,
Ethiopia,1990,
Ethiopia,1991,
Ethiopia,1992,
Ethiopia,1993,
Ethiopia,1994,
Ethiopia,1995,
Ethiopia,1996,
Ethiopia,1997,
Ethiopia,1998,
Ethiopia,1999,
Ethiopia,2000,
Ethiopia,2001,
Ethiopia,2002,
Ethiopia,2003,
Ethiopia,2004,
Ethiopia,2005,
Ethiopia,2006,
Ethiopia,2007,
Ethiopia,2008,
Ethiopia,2009,
Ethiopia,2010,
Ethiopia,2011,
Ethiopia,2012,
Ethiopia,2013,
Ethiopia,2014,
France,1980,
France,1981,143
France,1982,
France,1983,
France,1984,
France,1985,
France,1986,
France,1987,
France,1988,
France,1989,
France,1990,
France,1991,
France,1992,
France,1993,
France,1994,
France,1995,
France,1996,2
France,1997,
France,1998,
France,1999,
France,2000,
France,2001,
France,2002,
France,2003,
France,2004,
France,2005,
France,2006,
France,2007,
France,2008,
France,2009,
France,2010,
France,2011,
France,2012,
France,2013,
France,2014,
Israel,1980,
Israel,1981,
Israel,1982,
Israel,1983,
Israel,1984,
Israel,1985,22
Israel,1986,22
Israel,1987,
Israel,1988,
Israel,1989,
Israel,1990,
Israel,1991,
Israel,1992,
Israel,1993,
Israel,1994,
Israel,1995,
Israel,1996,
Israel,1997,
Israel,1998,
Israel,1999,
Israel,2000,
Israel,2001,
Israel,2002,
Israel,2003,
Israel,2004,
Israel,2005,
Israel,2006,
Israel,2007,
Israel,2008,
Israel,2009,
Israel,2010,
Israel,2011,
Israel,2012,
Israel,2013,
Israel,2014,
Italy,1980,44
Italy,1981,172
Italy,1982,
Italy,1983,
Italy,1984,
Italy,1985,
Italy,1986,
Italy,1987,
Italy,1988,
Italy,1989,
Italy,1990,
Italy,1991,
Italy,1992,
Italy,1993,
Italy,1994,
Italy,1995,
Italy,1996,
Italy,1997,
Italy,1998,
Italy,1999,
Italy,2000,
Italy,2001,
Italy,2002,
Italy,2003,
Italy,2004,
Italy,2005,
Italy,2006,
Italy,2007,
Italy,2008,
Italy,2009,
Italy,2010,
Italy,2011,
Italy,2012,
Italy,2013,
Italy,2014,
Japan,1980,125
Japan,1981,
Japan,1982,
Japan,1983,
Japan,1984,
Japan,1985,
Japan,1986,
Japan,1987,
Japan,1988,
Japan,1989,
Japan,1990,
Japan,1991,
Japan,1992,
Japan,1993,
Japan,1994,
Japan,1995,
Japan,1996,
Japan,1997,
Japan,1998,
Japan,1999,
Japan,2000,
Japan,2001,
Japan,2002,
Japan,2003,
Japan,2004,
Japan,2005,
Japan,2006,
Japan,2007,
Japan,2008,
Japan,2009,
Japan,2010,
Japan,2011,
Japan,2012,
Japan,2013,
Japan,2014,
Libya,1980,94
Libya,1981,106
Libya,1982,
Libya,1983,
Libya,1984,
Libya,1985,13
Libya,1986,6
Libya,1987,6
Libya,1988,
Libya,1989,
Libya,1990,
Libya,1991,
Libya,1992,
Libya,1993,
Libya,1994,
Libya,1995,
Libya,1996,
Libya,1997,
Libya,1998,
Libya,1999,
Libya,2000,
Libya,2001,
Libya,2002,
Libya,2003,
Libya,2004,
Libya,2005,
Libya,2006,
Libya,2007,
Libya,2008,
Libya,2009,
Libya,2010,
Libya,2011,
Libya,2012,
Libya,2013,
Libya,2014,
Netherlands,1980,
Netherlands,1981,31
Netherlands,1982,
Netherlands,1983,
Netherlands,1984,20
Netherlands,1985,40
Netherlands,1986,
Netherlands,1987,
Netherlands,1988,15
Netherlands,1989,15
Netherlands,1990,15
Netherlands,1991,15
Netherlands,1992,
Netherlands,1993,8
Netherlands,1994,8
Netherlands,1995,15
Netherlands,1996,
Netherlands,1997,
Netherlands,1998,
Netherlands,1999,
Netherlands,2000,
Netherlands,2001,
Netherlands,2002,
Netherlands,2003,
Netherlands,2004,
Netherlands,2005,
Netherlands,2006,
Netherlands,2007,
Netherlands,2008,
Netherlands,2009,
Netherlands,2010,
Netherlands,2011,
Netherlands,2012,
Netherlands,2013,
Netherlands,2014,
North Korea,1980,
North Korea,1981,
North Korea,1982,141
North Korea,1983,243
North Korea,1984,68
North Korea,1985,40
North Korea,1986,48
North Korea,1987,188
North Korea,1988,189
North Korea,1989,14
North Korea,1990,4
North Korea,1991,92
North Korea,1992,109
North Korea,1993,115
North Korea,1994,6
North Korea,1995,6
North Korea,1996,4
North Korea,1997,4
North Korea,1998,2
North Korea,1999,
North Korea,2000,
North Korea,2001,
North Korea,2002,116
North Korea,2003,114
North Korea,2004,27
North Korea,2005,
North Korea,2006,
North Korea,2007,
North Korea,2008,
North Korea,2009,
North Korea,2010,
North Korea,2011,
North Korea,2012,
North Korea,2013,
North Korea,2014,
Pakistan,1980,15
Pakistan,1981,30
Pakistan,1982,30
Pakistan,1983,
Pakistan,1984,
Pakistan,1985,
Pakistan,1986,
Pakistan,1987,
Pakistan,1988,
Pakistan,1989,1
Pakistan,1990,2
Pakistan,1991,3
Pakistan,1992,
Pakistan,1993,
Pakistan,1994,
Pakistan,1995,
Pakistan,1996,
Pakistan,1997,
Pakistan,1998,
Pakistan,1999,
Pakistan,2000,
Pakistan,2001,
Pakistan,2002,0
Pakistan,2003,
Pakistan,2004,
Pakistan,2005,
Pakistan,2006,
Pakistan,2007,
Pakistan,2008,
Pakistan,2009,
Pakistan,2010,
Pakistan,2011,
Pakistan,2012,
Pakistan,2013,
Pakistan,2014,
Poland,1980,
Poland,1981,
Poland,1982,
Poland,1983,
Poland,1984,
Poland,1985,
Poland,1986,
Poland,1987,
Poland,1988,
Poland,1989,
Poland,1990,
Poland,1991,
Poland,1992,
Poland,1993,
Poland,1994,83
Poland,1995,171
Poland,1996,
Poland,1997,
Poland,1998,
Poland,1999,
Poland,2000,
Poland,2001,
Poland,2002,
Poland,2003,
Poland,2004,
Poland,2005,
Poland,2006,
Poland,2007,
Poland,2008,
Poland,2009,
Poland,2010,
Poland,2011,
Poland,2012,
Poland,2013,
Poland,2014,
Russia,1980,
Russia,1981,
Russia,1982,
Russia,1983,
Russia,1984,
Russia,1985,
Russia,1986,
Russia,1987,
Russia,1988,
Russia,1989,
Russia,1990,
Russia,1991,
Russia,1992,220
Russia,1993,559
Russia,1994,83
Russia,1995,47
Russia,1996,289
Russia,1997,119
Russia,1998,256
Russia,1999,258
Russia,2000,341
Russia,2001,298
Russia,2002,92
Russia,2003,85
Russia,2004,15
Russia,2005,15
Russia,2006,368
Russia,2007,283
Russia,2008,15
Russia,2009,15
Russia,2010,41
Russia,2011,33
Russia,2012,15
Russia,2013,22
Russia,2014,4
South Korea,1980,
South Korea,1981,
South Korea,1982,
South Korea,1983,
South Korea,1984,
South Korea,1985,
South Korea,1986,45
South Korea,1987,
South Korea,1988,
South Korea,1989,
South Korea,1990,
South Korea,1991,
South Korea,1992,
South Korea,1993,
South Korea,1994,
South Korea,1995,
South Korea,1996,
South Korea,1997,
South Korea,1998,
South Korea,1999,
South Korea,2000,
South Korea,2001,
South Korea,2002,
South Korea,2003,
South Korea,2004,
South Korea,2005,
South Korea,2006,
South Korea,2007,
South Korea,2008,
South Korea,2009,
South Korea,2010,
South Korea,2011,
South Korea,2012,
South Korea,2013,
South Korea,2014,
Soviet Union,1980,
Soviet Union,1981,
Soviet Union,1982,
Soviet Union,1983,
Soviet Union,1984,
Soviet Union,1985,
Soviet Union,1986,116
Soviet Union,1987,100
Soviet Union,1988,90
Soviet Union,1989,90
Soviet Union,1990,339
Soviet Union,1991,772
Soviet Union,1992,
Soviet Union,1993,
Soviet Union,1994,
Soviet Union,1995,
Soviet Union,1996,
Soviet Union,1997,
Soviet Union,1998,
Soviet Union,1999,
Soviet Union,2000,
Soviet Union,2001,
Soviet Union,2002,
Soviet Union,2003,
Soviet Union,2004,
Soviet Union,2005,
Soviet Union,2006,
Soviet Union,2007,
Soviet Union,2008,
Soviet Union,2009,
Soviet Union,2010,
Soviet Union,2011,
Soviet Union,2012,
Soviet Union,2013,
Soviet Union,2014,
Sweden,1980,
Sweden,1981,
Sweden,1982,
Sweden,1983,
Sweden,1984,
Sweden,1985,20
Sweden,1986,
Sweden,1987,
Sweden,1988,
Sweden,1989,
Sweden,1990,
Sweden,1991,
Sweden,1992,
Sweden,1993,
Sweden,1994,
Sweden,1995,
Sweden,1996,
Sweden,1997,
Sweden,1998,
Sweden,1999,
Sweden,2000,
Sweden,2001,
Sweden,2002,
Sweden,2003,
Sweden,2004,
Sweden,2005,
Sweden,2006,
Sweden,2007,
Sweden,2008,
Sweden,2009,
Sweden,2010,
Sweden,2011,
Sweden,2012,
Sweden,2013,
Sweden,2014,
Switzerland,1980,
Switzerland,1981,
Switzerland,1982,
Switzerland,1983,2
Switzerland,1984,45
Switzerland,1985,
Switzerland,1986,
Switzerland,1987,
Switzerland,1988,
Switzerland,1989,
Switzerland,1990,
Switzerland,1991,
Switzerland,1992,
Switzerland,1993,
Switzerland,1994,
Switzerland,1995,
Switzerland,1996,
Switzerland,1997,
Switzerland,1998,
Switzerland,1999,
Switzerland,2000,
Switzerland,2001,
Switzerland,2002,
Switzerland,2003,
Switzerland,2004,
Switzerland,2005,
Switzerland,2006,
Switzerland,2007,
Switzerland,2008,
Switzerland,2009,
Switzerland,2010,
Switzerland,2011,
Switzerland,2012,
Switzerland,2013,
Switzerland,2014,
Syria,1980,
Syria,1981,
Syria,1982,178
Syria,1983,46
Syria,1984,
Syria,1985,
Syria,1986,
Syria,1987,
Syria,1988,
Syria,1989,
Syria,1990,
Syria,1991,
Syria,1992,
Syria,1993,
Syria,1994,
Syria,1995,
Syria,1996,
Syria,1997,
Syria,1998,
Syria,1999,
Syria,2000,
Syria,2001,
Syria,2002,
Syria,2003,
Syria,2004,
Syria,2005,
Syria,2006,
Syria,2007,
Syria,2008,
Syria,2009,
Syria,2010,
Syria,2011,
Syria,2012,
Syria,2013,
Syria,2014,
Ukraine,1980,
Ukraine,1981,
Ukraine,1982,
Ukraine,1983,
Ukraine,1984,
Ukraine,1985,
Ukraine,1986,
Ukraine,1987,
Ukraine,1988,
Ukraine,1989,
Ukraine,1990,
Ukraine,1991,
Ukraine,1992,
Ukraine,1993,2
Ukraine,1994,
Ukraine,1995,
Ukraine,1996,
Ukraine,1997,
Ukraine,1998,52
Ukraine,1999,
Ukraine,2000,
Ukraine,2001,135
Ukraine,2002,130
Ukraine,2003,
Ukraine,2004,
Ukraine,2005,
Ukraine,2006,
Ukraine,2007,
Ukraine,2008,
Ukraine,2009,
Ukraine,2010,
Ukraine,2011,
Ukraine,2012,
Ukraine,2013,
Ukraine,2014,
United Kingdom,1980,
United Kingdom,1981,4
United Kingdom,1982,
United Kingdom,1983,
United Kingdom,1984,125
United Kingdom,1985,52
United Kingdom,1986,
United Kingdom,1987,
United Kingdom,1988,
United Kingdom,1989,
United Kingdom,1990,
United Kingdom,1991,
United Kingdom,1992,
United Kingdom,1993,
United Kingdom,1994,
United Kingdom,1995,
United Kingdom,1996,
United Kingdom,1997,
United Kingdom,1998,
United Kingdom,1999,
United Kingdom,2000,
United Kingdom,2001,
United Kingdom,2002,
United Kingdom,2003,
United Kingdom,2004,
United Kingdom,2005,
United Kingdom,2006,
United Kingdom,2007,
United Kingdom,2008,
United Kingdom,2009,
United Kingdom,2010,
United Kingdom,2011,
United Kingdom,2012,
United Kingdom,2013,
United Kingdom,2014,
United States,1980,
United States,1981,
United States,1982,
United States,1983,
United States,1984,10
United States,1985,4
United States,1986,50
United States,1987,
United States,1988,
United States,1989,
United States,1990,
United States,1991,
United States,1992,
United States,1993,
United States,1994,
United States,1995,
United States,1996,
United States,1997,
United States,1998,
United States,1999,
United States,2000,
United States,2001,
United States,2002,
United States,2003,
United States,2004,
United States,2005,
United States,2006,
United States,2007,
United States,2008,
United States,2009,
United States,2010,
United States,2011,
United States,2012,
United States,2013,
United States,2014,
Total,1980,278
Total,1981,487
Total,1982,541
Total,1983,509
Total,1984,478
Total,1985,638
Total,1986,803
Total,1987,833
Total,1988,478
Total,1989,192
Total,1990,454
Total,1991,1022
Total,1992,432
Total,1993,987
Total,1994,452
Total,1995,296
Total,1996,615
Total,1997,178
Total,1998,381
Total,1999,323
Total,2000,418
Total,2001,528
Total,2002,435
Total,2003,282
Total,2004,121
Total,2005,57
Total,2006,423
Total,2007,331
Total,2008,62
Total,2009,62
Total,2010,103
Total,2011,103
Total,2012,47
Total,2013,31
Total,2014,13
