country,year,value
Israel,1997,28
Israel,1998,38
Israel,1999,38
Israel,2000,28
Israel,2001,28
Israel,2002,
Israel,2003,
Israel,2004,
Israel,2005,
Israel,2006,
Israel,2007,
Israel,2008,
Israel,2009,
Israel,2010,
Israel,2011,
Israel,2012,
Israel,2013,
Israel,2014,
Italy,1980,
Italy,1981,
Italy,1982,
Italy,1983,
Italy,1984,
Italy,1985,
Italy,1986,5
Italy,1987,9
Italy,1988,5
Italy,1989,5
Italy,1990,2
Italy,1991,2
Italy,1992,
Italy,1993,
Italy,1994,
Italy,1995,
Italy,1996,
Italy,1997,
Italy,1998,
Italy,1999,
Italy,2000,
Italy,2001,
Italy,2002,
Italy,2003,
Italy,2004,
Italy,2005,
Italy,2006,
Italy,2007,
Italy,2008,
Italy,2009,
Italy,2010,
Italy,2011,
Italy,2012,
Italy,2013,
Italy,2014,
Japan,1980,
Japan,1981,
Japan,1982,
Japan,1983,
Japan,1984,
Japan,1985,
Japan,1986,
Japan,1987,
Japan,1988,
Japan,1989,15
Japan,1990,30
Japan,1991,
Japan,1992,
Japan,1993,
Japan,1994,
Japan,1995,
Japan,1996,
Japan,1997,
Japan,1998,
Japan,1999,
Japan,2000,
Japan,2001,
Japan,2002,
Japan,2003,
Japan,2004,
Japan,2005,
Japan,2006,
Japan,2007,
Japan,2008,
Japan,2009,
Japan,2010,
Japan,2011,
Japan,2012,
Japan,2013,
Japan,2014,
Russia,1980,
Russia,1981,
Russia,1982,
Russia,1983,
Russia,1984,
Russia,1985,
Russia,1986,
Russia,1987,
Russia,1988,
Russia,1989,
Russia,1990,
Russia,1991,
Russia,1992,1023
Russia,1993,1011
Russia,1994,72
Russia,1995,498
Russia,1996,1241
Russia,1997,732
Russia,1998,175
Russia,1999,1465
Russia,2000,2233
Russia,2001,2486
Russia,2002,2528
Russia,2003,2076
Russia,2004,2888
Russia,2005,3107
Russia,2006,2472
Russia,2007,1324
Russia,2008,1529
Russia,2009,1102
Russia,2010,636
Russia,2011,703
Russia,2012,689
Russia,2013,1133
Russia,2014,909
Soviet Union,1980,
Soviet Union,1981,
Soviet Union,1982,
Soviet Union,1983,
Soviet Union,1984,
Soviet Union,1985,
Soviet Union,1986,
Soviet Union,1987,
Soviet Union,1988,
Soviet Union,1989,
Soviet Union,1990,81
Soviet Union,1991,260
Soviet Union,1992,
Soviet Union,1993,
Soviet Union,1994,
Soviet Union,1995,
Soviet Union,1996,
Soviet Union,1997,
Soviet Union,1998,
Soviet Union,1999,
Soviet Union,2000,
Soviet Union,2001,
Soviet Union,2002,
Soviet Union,2003,
Soviet Union,2004,
Soviet Union,2005,
Soviet Union,2006,
Soviet Union,2007,
Soviet Union,2008,
Soviet Union,2009,
Soviet Union,2010,
Soviet Union,2011,
Soviet Union,2012,
Soviet Union,2013,
Soviet Union,2014,
Switzerland,1980,
Switzerland,1981,
Switzerland,1982,
Switzerland,1983,
Switzerland,1984,
Switzerland,1985,
Switzerland,1986,
Switzerland,1987,
Switzerland,1988,
Switzerland,1989,
Switzerland,1990,
Switzerland,1991,
Switzerland,1992,
Switzerland,1993,
Switzerland,1994,
Switzerland,1995,
Switzerland,1996,
Switzerland,1997,33
Switzerland,1998,33
Switzerland,1999,65
Switzerland,2000,65
Switzerland,2001,65
Switzerland,2002,65
Switzerland,2003,65
Switzerland,2004,65
Switzerland,2005,65
Switzerland,2006,65
Switzerland,2007,65
Switzerland,2008,65
Switzerland,2009,65
Switzerland,2010,65
Switzerland,2011,65
Switzerland,2012,65
Switzerland,2013,65
Switzerland,2014,65
Ukraine,1980,
Ukraine,1981,
Ukraine,1982,
Ukraine,1983,
Ukraine,1984,
Ukraine,1985,
Ukraine,1986,
Ukraine,1987,
Ukraine,1988,
Ukraine,1989,
Ukraine,1990,
Ukraine,1991,
Ukraine,1992,18
Ukraine,1993,18
Ukraine,1994,11
Ukraine,1995,
Ukraine,1996,65
Ukraine,1997,3
Ukraine,1998,8
Ukraine,1999,18
Ukraine,2000,29
Ukraine,2001,41
Ukraine,2002,58
Ukraine,2003,3
Ukraine,2004,33
Ukraine,2005,82
Ukraine,2006,128
Ukraine,2007,64
Ukraine,2008,54
Ukraine,2009,28
Ukraine,2010,
Ukraine,2011,
Ukraine,2012,632
Ukraine,2013,86
Ukraine,2014,132
United Kingdom,1980,
United Kingdom,1981,
United Kingdom,1982,
United Kingdom,1983,
United Kingdom,1984,
United Kingdom,1985,
United Kingdom,1986,
United Kingdom,1987,5
United Kingdom,1988,
United Kingdom,1989,
United Kingdom,1990,
United Kingdom,1991,
United Kingdom,1992,
United Kingdom,1993,
United Kingdom,1994,
United Kingdom,1995,
United Kingdom,1996,
United Kingdom,1997,
United Kingdom,1998,20
United Kingdom,1999,40
United Kingdom,2000,60
United Kingdom,2001,60
United Kingdom,2002,50
United Kingdom,2003,50
United Kingdom,2004,50
United Kingdom,2005,70
United Kingdom,2006,40
United Kingdom,2007,40
United Kingdom,2008,40
United Kingdom,2009,40
United Kingdom,2010,40
United Kingdom,2011,40
United Kingdom,2012,40
United Kingdom,2013,40
United Kingdom,2014,40
United States,1980,
United States,1981,
United States,1982,
United States,1983,
United States,1984,59
United States,1985,98
United States,1986,
United States,1987,
United States,1988,14
United States,1989,
United States,1990,
United States,1991,
United States,1992,
United States,1993,0
United States,1994,35
United States,1995,2
United States,1996,2
United States,1997,
United States,1998,
United States,1999,
United States,2000,
United States,2001,
United States,2002,
United States,2003,
United States,2004,
United States,2005,
United States,2006,
United States,2007,
United States,2008,
United States,2009,
United States,2010,
United States,2011,
United States,2012,
United States,2013,
United States,2014,
Total,1980,7
Total,1981,2
Total,1982,15
Total,1983,27
Total,1984,73
Total,1985,115
Total,1986,17
Total,1987,53
Total,1988,69
Total,1989,110
Total,1990,214
Total,1991,392
Total,1992,1169
Total,1993,1187
Total,1994,274
Total,1995,680
Total,1996,1494
Total,1997,900
Total,1998,383
Total,1999,1787
Total,2000,2555
Total,2001,2836
Total,2002,2893
Total,2003,2373
Total,2004,3320
Total,2005,3554
Total,2006,2900
Total,2007,1678
Total,2008,1906
Total,2009,1407
Total,2010,937
Total,2011,1020
Total,2012,1651
Total,2013,1715
Total,2014,1357
