U.S. Custom Ports,Address,bing_type,bing_confidence,bing_latitude,bing_longitude,Coast,Year,Value
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2001,555.61
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2002,516.5
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2003,525.54
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2004,319.36
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2005,0.0
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2006,1737.2
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2007,6715.49
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2008,1619.0300000000002
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2009,1962.79
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2010,1938.7900000000002
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2011,2474.57
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2012,6824.89
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2013,175.74
"Corpus Christi, TX","222 Power Street, Corpus Christi, TX",Address,High,27.804035186767578,-97.39319610595703,G,2014,340.09
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,1997,756.24
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,1998,0.0
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,1999,0.0
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2000,15999.38
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2001,8242.16
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2002,613.52
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2003,0.0
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2004,773.2
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2005,19193.1
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2006,23128.54
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2007,34146.78
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2008,53546.03
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2009,35447.11000000001
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2010,44760.65
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2011,60773.53
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2012,32184.920000000002
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2013,15928.55
"Everett, WA","1205 Craftmen Way, Everett, WA",Address,High,48.00207585096359,-122.21786588430405,P,2014,16087.96
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,1997,147015.08
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,1998,163312.07
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,1999,201133.22
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2000,171160.7
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2001,162107.9
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2002,138602.95
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2003,115087.98
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2004,113342.73
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2005,156312.21
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2006,189544.26
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2007,150071.28999999998
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2008,152159.43999999997
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2009,113645.85999999999
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2010,146176.98000000004
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2011,81739.25
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2012,51343.270000000004
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2013,36001.75
"Fernandina Beach, FL","86130 License Road, Fernandina Beach, FL",Address,High,30.627416610717773,-81.5552749633789,A,2014,36071.25
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,1997,0.0
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,1998,693.15
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,1999,1862.16
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2000,1115.27
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2001,158.81
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2002,466.83
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2003,2318.17
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2004,11488.05
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2005,19630.54
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2006,21659.3
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2007,29038.27
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2008,107013.5
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2009,91797.18000000001
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2010,86736.79999999999
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2011,93812.12000000001
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2012,51315.70999999999
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2013,79.56
"Fort Pierce, FL","2300 Virginia Avenue, Fort Pierce, FL",Address,High,27.427644729614258,-80.34886932373047,A,2014,18.61
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,1997,275703.04
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,1998,341119.39
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,1999,380600.54
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2000,405547.17
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2001,391996.98
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2002,491569.42
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2003,465496.39
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2004,466725.37
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2005,495609.74
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2006,507338.27
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2007,557084.95
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2008,529857.21
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2009,521130.76000000007
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2010,516463.48
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2011,464930.74999999994
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2012,558123.7299999999
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2013,683125.5
"Freeport, TX","892 Navigation Boulevard, Freeport, TX",Address,High,28.943496197462082,-95.3466034680605,G,2014,564574.36
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,1997,64408.71
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,1998,31280.82
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,1999,66285.11
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2000,33532.26
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2001,96226.96
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2002,137905.58
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2003,62867.12
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2004,82574.05
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2005,47347.5
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2006,76674.69
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2007,59765.71
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2008,81247.74
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2009,81091.40000000001
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2010,95470.77999999998
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2011,122012.62
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2012,116754.41
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2013,186390.56
"Galveston, TX","2702 Harborside Drive, Galveston, TX",Address,High,29.306837618350983,-94.79950524866581,G,2014,192018.82
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,1997,80610.15
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,1998,80512.52
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,1999,75578.53
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2000,69854.15
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2001,58449.94
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2002,41620.45
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2003,6347.75
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2004,537.13
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2005,403.91
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2006,5937.3
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2007,39585.54
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2008,33275.89
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2009,10939.72
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2010,61977.72000000001
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2011,107080.15000000001
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2012,72908.66
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2013,123483.66
"Gloucester City, NJ","160 Essex Street, Gloucester City, NJ",RoadBlock,Medium,39.90169906616211,-75.12201690673828,A,2014,240163.59
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,1997,9118.900000000333
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,1998,8437.590000000313
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,1999,3819.5800000000418
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2000,10565.6
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2001,76774.80000000019
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2002,16384.57000000008
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2003,71554.70000000007
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2004,15504.72
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2005,17584.8
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2006,22889.82
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2007,19152.63
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2008,20032.449999999997
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2009,9469.109999999999
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2010,11330.91
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2011,11826.619999999999
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2012,4492.7
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2013,12.4
"Gramercy, LA","110 North Airline Avenue, Gramercy, LA",Address,High,30.04766844213009,-90.69009751081467,G,2014,0.0
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,1997,1048731.84
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,1998,954883.44
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,1999,992377.1499999989
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2000,1211789.24
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2001,1243302.02
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2002,1421350.58
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2003,1571742.02
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2004,1770809.15
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2005,1449977.11
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2006,1319670.33
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2007,1398823.4799999997
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2008,1436386.1300000001
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2009,1325619.4800000002
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2010,1482875.8
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2011,1521536.2
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2012,1445781.9200000002
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2013,1484043.3
"Gulfport, MS","2510 14th Street, Gulfport, MS",Address,High,30.36859893798828,-89.09357452392578,G,2014,1320783.09
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,1997,308091.4
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,1998,204927.46
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,1999,207926.07
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2000,226987.58
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2001,245179.85
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2002,265512.01
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2003,298030.18
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2004,382599.59
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2005,441523.11
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2006,435402.48
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2007,334837.86000000004
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2008,317737.41000000003
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2009,286103.52999999997
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2010,267937.67
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2011,291162.63999999984
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2012,230046.08999999994
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2013,495912.33
"Honolulu, HI","1411 Sand Island Pkwy, Honolulu, HI",Address,High,21.309345245361328,-157.88182067871094,HI,2014,513076.5
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,1997,6234184.840000002
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,1998,6732510.160000001
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,1999,7110816.7600000035
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2000,7312774.2300000135
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2001,7782293.329999999
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2002,8293165.13000001
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2003,9126385.219999982
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2004,1.0938988469999995E7
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2005,1.2239416570000045E7
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2006,1.237678281000003E7
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2007,1.3882577139999997E7
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2008,1.3287113600000001E7
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2009,1.2444245429999996E7
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2010,1.3901140459999999E7
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2011,1.4782700019999992E7
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2012,1.5623220230000004E7
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2013,1.657608189E7
"Houston, TX","7300 Clinton Drive, Houston, TX",Address,High,29.757096022367477,-95.29393829405308,G,2014,1.736046552E7
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,1997,1782157.36
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,1998,1783735.3
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,1999,1302216.34
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2000,931677.9799999988
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2001,844754.77
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2002,1006761.32
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2003,1010480.63
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2004,1215903.16
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2005,1259062.17
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2006,1218689.26
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2007,1075842.7699999998
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2008,1130620.8100000003
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2009,1505694.1700000016
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2010,1939988.3400000012
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2011,2236669.09
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2012,2236114.0899999994
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2013,5635129.48
"Jacksonville, FL","2831 Talleyrand Avenue, Jacksonville, FL",Address,High,30.351184844970703,-81.6252670288086,A,2014,5767934.41
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,1997,0.0
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,1998,0.0
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,1999,0.0
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2000,0.0
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2001,166.29
"Kodiak, AK","403 W Marine Way, Kodiak, AK",Address,High,57.7877526730299,-152.40744799375534,AK,2002,23.47
